@relation clustering_1_clustered

@attribute Instance_number numeric
@attribute requests/s numeric
@attribute processtime numeric
@attribute queuetime numeric
@attribute sendtime numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
481,2231.506297,0.003691,0.011464,0.000135,cluster1
482,2294.640105,0.003588,0.01069,0.000122,cluster1
483,2386.06861,0.003654,0.010183,0.000139,cluster1
484,2278.161979,0.003281,0.006533,0.000106,cluster2
485,2279.534758,0.003553,0.008436,0.000174,cluster1
486,2175.357983,0.004168,0.022385,0.000139,cluster1
487,2337.98532,0.003625,0.01181,0.000127,cluster1
488,2400.726468,0.003708,0.012214,0.000154,cluster1
489,2298.528308,0.003562,0.00854,0.000163,cluster1
490,2314.676277,0.003742,0.013718,0.000173,cluster1
491,2353.066213,0.003781,0.013873,0.000156,cluster1
492,2315.250202,0.003876,0.012983,0.000141,cluster1
493,2305.652957,0.003734,0.009493,0.000151,cluster1
494,2427.184158,0.003696,0.008456,0.000167,cluster1
495,2307.374721,0.003863,0.01429,0.000155,cluster1
496,2412.779673,0.003668,0.011698,0.000165,cluster1
497,2271.980654,0.004059,0.017408,0.000168,cluster1
498,2310.98161,0.0039,0.013733,0.000136,cluster1
499,2315.408339,0.003548,0.009277,0.000172,cluster1
500,2256.289834,0.004572,0.025058,0.000137,cluster1
501,2350.674312,0.003709,0.011765,0.000158,cluster1
502,2309.527668,0.003791,0.013469,0.000152,cluster1
503,2353.122485,0.004051,0.012732,0.000144,cluster1
504,2248.06248,0.003606,0.012063,0.000135,cluster1
505,2307.691535,0.003751,0.011714,0.000162,cluster1
506,2313.004292,0.003768,0.011599,0.000134,cluster1
507,2298.06554,0.003819,0.012411,0.00015,cluster1
508,2389.568803,0.00415,0.015192,0.000183,cluster1
509,2298.211001,0.003842,0.015302,0.000103,cluster1
510,2171.761884,0.004539,0.026117,0.000134,cluster1
511,2264.937271,0.004742,0.027113,0.000153,cluster1
512,2304.549723,0.003847,0.015745,0.00013,cluster1
513,2282.853605,0.003732,0.010963,0.000131,cluster1
514,2333.824727,0.005044,0.030151,0.000132,cluster1
515,2313.683619,0.004292,0.021419,0.000139,cluster1
516,2320.075425,0.00467,0.028825,0.000128,cluster1
517,2384.648916,0.003994,0.013872,0.000144,cluster1
518,2417.264336,0.004095,0.015476,0.000116,cluster1
519,2371.05952,0.003904,0.012514,0.000148,cluster1
520,2327.69321,0.00392,0.015643,0.00013,cluster1
521,2300.855035,0.003491,0.010394,0.000146,cluster1
522,2481.36866,0.003849,0.012337,0.000148,cluster1
523,2450.242957,0.004058,0.015158,0.00014,cluster1
524,2332.998658,0.004109,0.01682,0.000159,cluster1
525,2384.870489,0.004044,0.016434,0.000151,cluster1
526,2454.941356,0.002782,0.004652,0.000118,cluster2
527,2385.062032,0.002161,0.000224,0.000116,cluster2
528,2476.222434,0.002209,0.000353,0.000127,cluster2
529,2546.234598,0.002461,0.004753,0.000116,cluster2
530,2495.671789,0.002866,0.009095,0.000107,cluster2
531,2401.706961,0.003844,0.017476,0.000121,cluster1
532,2394.798499,0.003549,0.008489,0.000112,cluster1
533,2329.562267,0.004029,0.019269,0.000112,cluster1
534,2331.286201,0.004217,0.020349,0.000127,cluster1
535,2358.850283,0.004101,0.01455,0.000117,cluster1
536,2285.238793,0.004612,0.024817,0.000126,cluster1
537,2300.565708,0.004572,0.022475,0.000146,cluster1
538,2315.876288,0.004396,0.020951,0.00012,cluster1
539,2268.268431,0.004292,0.028273,0.000121,cluster1
540,2473.773425,0.002227,0.000719,0.000116,cluster2
541,2381.077774,0.004417,0.023402,0.000138,cluster1
542,2366.684262,0.004047,0.018371,0.00013,cluster1
543,2371.606867,0.004084,0.018358,0.000137,cluster1
544,2419.780939,0.00364,0.006861,0.000154,cluster1
545,2394.789863,0.004602,0.028848,0.000164,cluster1
546,2368.396976,0.003577,0.007219,0.000146,cluster1
547,2329.838858,0.004481,0.02448,0.000122,cluster1
548,2362.42923,0.004291,0.022596,0.000121,cluster1
549,2259.522009,0.005672,0.049505,0.000129,cluster1
550,2243.738244,0.005033,0.031537,0.000141,cluster1
551,2258.210944,0.005061,0.033185,0.000085,cluster1
552,2573.556655,0.003349,0.013044,0.000108,cluster1
553,2501.212866,0.003906,0.019402,0.000111,cluster1
554,2383.917347,0.00482,0.033118,0.000092,cluster1
555,2363.626584,0.004349,0.021794,0.000102,cluster1
556,2275.497447,0.004743,0.031273,0.000123,cluster1
557,2424.198996,0.004472,0.026422,0.000138,cluster1
558,2455.923083,0.004185,0.020355,0.000137,cluster1
559,2326.697397,0.004863,0.031169,0.0001,cluster1
560,2302.743108,0.005522,0.045031,0.000075,cluster1
561,2372.75425,0.004039,0.018218,0.000081,cluster1
562,2404.830764,0.004214,0.017047,0.000159,cluster1
563,2364.60346,0.004324,0.02365,0.000114,cluster1
564,2397.197784,0.003811,0.012644,0.000109,cluster1
565,2514.178425,0.003618,0.013987,0.000138,cluster1
566,2398.794406,0.004193,0.019964,0.00011,cluster1
567,2402.889425,0.004574,0.023567,0.000107,cluster1
568,2450.131053,0.004479,0.022391,0.000125,cluster1
569,2420.599185,0.004145,0.018508,0.000103,cluster1
570,2296.037185,0.00477,0.031968,0.000099,cluster1
571,2376.561536,0.004618,0.026589,0.000101,cluster1
572,2376.524358,0.003281,0.014797,0.000069,cluster1
573,2364.105077,0.003772,0.018822,0.000119,cluster1
574,2427.461055,0.0031,0.007951,0.000109,cluster2
575,2371.820897,0.004336,0.01994,0.000185,cluster1
576,2386.933129,0.004283,0.023394,0.00011,cluster1
577,2376.177847,0.004476,0.027821,0.000073,cluster1
578,2332.196774,0.004372,0.023349,0.000098,cluster1
579,2384.765429,0.003962,0.013919,0.000138,cluster1
580,2322.802611,0.004434,0.028945,0.000097,cluster1
581,2452.495066,0.004587,0.02667,0.000093,cluster1
582,2434.140459,0.004503,0.025558,0.000115,cluster1
583,2388.721743,0.004383,0.02574,0.000103,cluster1
584,2325.594261,0.00503,0.03829,0.000109,cluster1
585,2427.653722,0.004109,0.017616,0.000086,cluster1
586,2492.322013,0.003505,0.009123,0.000092,cluster1
587,2352.903103,0.004723,0.031148,0.000076,cluster1
588,2412.565947,0.004607,0.024786,0.000089,cluster1
589,2301.695786,0.004682,0.033193,0.000056,cluster1
590,2545.786617,0.00221,0.000612,0.000094,cluster2
591,2476.204967,0.00382,0.013693,0.000116,cluster1
592,2345.564966,0.004505,0.025961,0.000125,cluster1
593,2432.704019,0.004224,0.021632,0.00009,cluster1
594,2367.89933,0.004087,0.020047,0.000095,cluster1
595,2402.176556,0.003927,0.017819,0.000107,cluster1
596,2370.314514,0.004133,0.019206,0.000098,cluster1
597,2366.949511,0.00481,0.031042,0.000094,cluster1
598,2287.443335,0.004584,0.026693,0.000112,cluster1
599,2513.772809,0.002324,0.002494,0.000099,cluster2
600,2404.508695,0.00322,0.008831,0.000133,cluster1
601,2296.632264,0.004551,0.0217,0.000098,cluster1
602,2225.112944,0.005772,0.05057,0.000113,cluster1
603,2355.209423,0.005004,0.034243,0.000081,cluster1
604,2426.772191,0.004508,0.026707,0.000164,cluster1
605,2388.351333,0.003866,0.014403,0.000138,cluster1
606,2461.038593,0.003816,0.011544,0.000125,cluster1
607,2422.050561,0.004226,0.020408,0.000102,cluster1
608,2333.518028,0.004984,0.033404,0.000088,cluster1
609,2333.781232,0.004489,0.025802,0.000081,cluster1
610,2325.002808,0.004941,0.036128,0.000115,cluster1
611,2428.677889,0.004158,0.017621,0.000094,cluster1
612,2451.699569,0.004965,0.036862,0.000092,cluster1
613,2373.691344,0.003935,0.020347,0.000104,cluster1
614,2544.166335,0.003546,0.014392,0.000146,cluster1
615,2491.273006,0.004904,0.035605,0.000123,cluster1
616,2393.363376,0.00463,0.028913,0.000083,cluster1
617,2340.468035,0.004452,0.024795,0.000078,cluster1
618,2449.278941,0.004215,0.023169,0.000082,cluster1
619,2532.808429,0.004418,0.02475,0.000111,cluster1
620,2379.549786,0.003736,0.014846,0.000127,cluster1
621,2358.107729,0.005446,0.045776,0.000077,cluster1
622,2419.426516,0.004643,0.032808,0.000088,cluster1
623,2555.032925,0.004681,0.034469,0.000093,cluster1
624,2365.04684,0.004466,0.023915,0.0001,cluster1
625,2433.353428,0.004404,0.024998,0.000084,cluster1
626,2385.62239,0.004557,0.028985,0.000098,cluster1
627,2341.884544,0.004896,0.034147,0.000094,cluster1
628,2476.863554,0.004522,0.027728,0.000081,cluster1
629,2418.442696,0.004082,0.016719,0.00008,cluster1
630,2422.005505,0.005081,0.036078,0.000095,cluster1
631,2496.003579,0.004376,0.020705,0.000108,cluster1
632,2439.464984,0.004703,0.027567,0.000113,cluster1
633,2395.657521,0.004867,0.035727,0.00009,cluster1
634,2467.082017,0.004312,0.025761,0.000075,cluster1
635,2487.138841,0.004304,0.02551,0.000115,cluster1
636,2424.937582,0.005688,0.050686,0.000063,cluster1
637,2206.044757,0.005964,0.058023,0.000095,cluster1
638,2510.33706,0.003711,0.022312,0.000088,cluster1
639,2515.565401,0.004164,0.021536,0.000132,cluster1
640,2500.107301,0.004372,0.024554,0.000092,cluster1
641,2558.653426,0.004717,0.032005,0.00011,cluster1
642,2551.544707,0.004868,0.031293,0.000087,cluster1
643,2522.781922,0.004587,0.025065,0.000122,cluster1
644,2503.147013,0.004378,0.029395,0.000109,cluster1
645,2586.521124,0.004275,0.027004,0.000098,cluster1
646,2567.183755,0.004649,0.029791,0.00011,cluster1
647,2466.70641,0.005083,0.03743,0.000091,cluster1
648,2574.920506,0.003437,0.016926,0.000108,cluster1
649,2568.75164,0.004744,0.03105,0.000129,cluster1
650,2445.426423,0.005055,0.04184,0.000132,cluster1
651,2417.258661,0.005095,0.039273,0.000114,cluster1
652,2575.916929,0.005323,0.04601,0.000123,cluster1
653,2247.689483,0.005663,0.054245,0.000073,cluster1
654,2409.859605,0.005099,0.040989,0.000101,cluster1
655,2557.740384,0.004331,0.022005,0.000173,cluster1
656,2514.431865,0.004489,0.026878,0.000115,cluster1
657,2549.031893,0.004527,0.029825,0.000098,cluster1
658,2603.378098,0.003741,0.011416,0.000109,cluster1
659,2679.262777,0.00358,0.01265,0.000141,cluster1
660,2710.323172,0.003798,0.017594,0.00016,cluster1
661,2540.211467,0.004407,0.024514,0.000133,cluster1
662,2513.855812,0.004399,0.021298,0.000091,cluster1
663,2570.058241,0.004058,0.018806,0.000128,cluster1
664,2537.348876,0.004203,0.019377,0.000138,cluster1
665,2530.552412,0.004278,0.02184,0.000105,cluster1
666,2486.73994,0.004268,0.021188,0.000135,cluster1
667,2497.000943,0.004562,0.027944,0.000144,cluster1
668,2570.225597,0.003615,0.016591,0.000118,cluster1
669,2463.656942,0.004703,0.031585,0.000101,cluster1
670,2426.273793,0.00484,0.036744,0.000107,cluster1
671,2452.609969,0.004487,0.023959,0.00013,cluster1
672,2490.286364,0.004298,0.022856,0.000134,cluster1
673,2538.536965,0.0037,0.014392,0.000147,cluster1
674,2440.294184,0.004397,0.023766,0.000102,cluster1
675,2345.558607,0.004874,0.029174,0.000083,cluster1
676,2454.293722,0.003826,0.014132,0.000117,cluster1
677,2479.73734,0.004023,0.016524,0.000123,cluster1
678,2457.518427,0.004516,0.023801,0.000131,cluster1
679,2430.572815,0.004228,0.016573,0.000082,cluster1
680,2603.370993,0.002195,0.000402,0.000109,cluster2
681,2460.355915,0.003878,0.016374,0.00011,cluster1
682,2386.853018,0.004381,0.023662,0.000095,cluster1
683,2543.228299,0.003742,0.018622,0.000157,cluster1
684,2518.457517,0.00426,0.023852,0.000181,cluster1
685,2352.672159,0.004196,0.023053,0.00011,cluster1
686,2417.022072,0.003767,0.011133,0.000123,cluster1
687,2558.439775,0.003164,0.008583,0.000155,cluster1
688,2307.350492,0.004457,0.025563,0.000158,cluster1
689,2430.001816,0.003504,0.017014,0.000112,cluster1
690,2446.88108,0.004076,0.016555,0.000119,cluster1
691,2391.750677,0.003908,0.013464,0.000159,cluster1
692,2281.181554,0.004149,0.020692,0.000165,cluster1
693,2243.512706,0.004261,0.019519,0.00014,cluster1
694,2302.138031,0.003349,0.008746,0.000129,cluster1
695,2223.644929,0.003433,0.007029,0.000131,cluster2
696,2201.531446,0.003801,0.011691,0.000123,cluster1
697,2273.902052,0.004002,0.014375,0.000118,cluster1
698,2335.764282,0.003316,0.008785,0.000146,cluster1
699,2276.834596,0.004444,0.025295,0.000129,cluster1
700,2308.116419,0.003577,0.006551,0.000174,cluster1
701,2286.983068,0.003619,0.007284,0.000167,cluster1
702,2153.508976,0.003173,0.00423,0.000142,cluster2
703,2223.557959,0.003658,0.010113,0.00014,cluster1
704,2193.749083,0.004012,0.020103,0.000152,cluster1
705,2143.356853,0.003553,0.010447,0.000132,cluster1
706,2165.498855,0.003427,0.006483,0.000123,cluster2
707,2116.259734,0.003842,0.010634,0.000137,cluster1
708,2099.954797,0.00399,0.016063,0.000131,cluster1
709,2077.484465,0.004009,0.013493,0.000122,cluster1
710,2061.04038,0.0034,0.008639,0.000133,cluster2
711,2060.633405,0.003723,0.010774,0.000115,cluster1
712,1994.514561,0.004923,0.027425,0.000089,cluster1
713,2043.539584,0.003215,0.006539,0.000143,cluster2
714,2012.038296,0.002078,0.000726,0.000171,cluster2
715,1999.335621,0.002021,0.00018,0.000095,cluster2
716,1994.676458,0.002012,0.000309,0.000139,cluster2
717,1928.995548,0.00328,0.007162,0.000112,cluster2
718,1984.788558,0.003245,0.0058,0.000155,cluster2
719,1959.136462,0.002059,0.000172,0.000114,cluster2
720,1975.281858,0.002484,0.002965,0.00013,cluster2
721,2049.362372,0.002184,0.000284,0.000092,cluster2
722,2050.899004,0.002106,0.000141,0.000101,cluster2
723,2021.526923,0.002174,0.000451,0.000087,cluster2
724,1968.703164,0.002077,0.000293,0.000111,cluster2
725,1992.98058,0.002124,0.000292,0.000108,cluster2
726,2023.694113,0.002062,0.000433,0.000102,cluster2
727,1884.176773,0.002153,0.000265,0.000049,cluster2
728,1879.119922,0.002178,0.000439,0.000157,cluster2
729,1934.750838,0.002175,0.000227,0.000087,cluster2
730,1869.420469,0.002604,0.000624,0.000076,cluster2
731,1845.796983,0.002019,0.000358,0.000082,cluster2
732,1871.586449,0.002093,0.000499,0.000097,cluster2
733,1830.122924,0.00213,0.000946,0.0001,cluster2
734,1837.650901,0.002361,0.00065,0.000154,cluster2
735,1824.619533,0.002763,0.002597,0.000083,cluster2
736,1800.854506,0.003141,0.007468,0.000158,cluster2
737,1830.578595,0.002277,0.000263,0.000105,cluster2
738,1743.458696,0.00292,0.00373,0.000102,cluster2
739,1743.345921,0.003337,0.00424,0.000217,cluster2
740,1787.67748,0.003534,0.005413,0.000224,cluster2
741,1741.663932,0.003845,0.014584,0.000147,cluster1
742,1801.498462,0.004147,0.009728,0.000121,cluster1
743,1752.674537,0.003359,0.00647,0.000144,cluster2
744,1753.435754,0.002332,0.000337,0.000113,cluster2
745,1704.299401,0.002688,0.000863,0.000091,cluster2
746,1644.017056,0.002582,0.001278,0.00018,cluster2
747,1607.564225,0.002455,0.001312,0.000133,cluster0
748,1631.812613,0.002126,0.000159,0.000125,cluster0
749,1598.77207,0.002051,0.000176,0.000093,cluster0
750,1536.502861,0.002125,0.000776,0.000115,cluster0
751,1548.47192,0.001981,0.000127,0.000077,cluster0
752,1511.365085,0.002112,0.000124,0.000084,cluster0
753,1588.951803,0.002064,0.000201,0.000103,cluster0
754,1594.057786,0.002301,0.000951,0.000091,cluster0
755,1535.347807,0.002292,0.000194,0.000111,cluster0
756,1598.756549,0.003034,0.002709,0.000078,cluster0
757,1604.487735,0.002534,0.001412,0.000105,cluster0
758,1554.14402,0.002217,0.000285,0.000117,cluster0
759,1476.702957,0.001889,0.000133,0.000081,cluster0
760,1497.389087,0.00202,0.000234,0.000111,cluster0
761,1571.692766,0.001972,0.000131,0.000078,cluster0
762,1532.523186,0.002118,0.000479,0.000064,cluster0
763,1471.338193,0.002881,0.001664,0.000127,cluster0
764,1536.288754,0.001992,0.00016,0.000083,cluster0
765,1456.447716,0.00196,0.000113,0.000051,cluster0
766,1438.384124,0.001962,0.000122,0.000123,cluster0
767,1447.784318,0.001969,0.000154,0.000127,cluster0
768,1483.704106,0.002453,0.001589,0.000103,cluster0
769,1433.429325,0.002026,0.000817,0.000108,cluster0
770,1438.709238,0.002089,0.000147,0.000096,cluster0
771,1472.763171,0.002141,0.000473,0.000082,cluster0
772,1351.603933,0.002662,0.001605,0.000121,cluster0
773,1342.33091,0.002535,0.000181,0.000155,cluster0
774,1377.960804,0.002426,0.000947,0.000085,cluster0
775,1415.242805,0.002328,0.000299,0.000079,cluster0
776,1398.082357,0.002632,0.003103,0.000121,cluster0
777,1387.335296,0.003003,0.002423,0.000143,cluster0
778,1373.15675,0.002944,0.003469,0.000112,cluster0
779,1374.390699,0.001984,0.001539,0.000087,cluster0
780,1413.97158,0.002044,0.000187,0.000098,cluster0
781,1381.155009,0.002391,0.0019,0.000085,cluster0
782,1375.118291,0.002495,0.00211,0.000107,cluster0
783,1415.836878,0.00224,0.000609,0.000074,cluster0
784,1369.393486,0.001945,0.000195,0.000068,cluster0
785,1472.675511,0.002215,0.000974,0.000088,cluster0
786,1462.916699,0.001954,0.000364,0.000095,cluster0
787,1458.658932,0.002177,0.000162,0.000085,cluster0
788,1469.965285,0.002218,0.001888,0.00008,cluster0
789,1426.396359,0.001977,0.000113,0.000097,cluster0
790,1515.452449,0.002182,0.000193,0.000097,cluster0
791,1475.967169,0.002023,0.000411,0.000053,cluster0
792,1410.115965,0.002047,0.000123,0.000056,cluster0
793,1411.101233,0.002039,0.000129,0.000055,cluster0
794,1426.689004,0.002347,0.000835,0.000087,cluster0
795,1427.04484,0.002312,0.000859,0.000093,cluster0
796,1469.24836,0.002149,0.000687,0.000095,cluster0
797,1389.024203,0.001847,0.00014,0.000082,cluster0
798,1431.391215,0.002667,0.002587,0.000123,cluster0
799,1396.40376,0.002374,0.002285,0.0001,cluster0
800,1488.90063,0.002128,0.000402,0.000112,cluster0
801,1420.156467,0.001882,0.000128,0.000068,cluster0
802,1476.503644,0.002549,0.002482,0.000087,cluster0
803,1443.72474,0.002,0.000206,0.000079,cluster0
804,1462.581607,0.002213,0.001355,0.000083,cluster0
805,1395.531219,0.002066,0.00054,0.000082,cluster0
806,1356.651646,0.002027,0.000238,0.000086,cluster0
807,1349.245031,0.001934,0.000153,0.000079,cluster0
808,1341.736631,0.002204,0.001134,0.000069,cluster0
809,1368.721606,0.001826,0.000091,0.00008,cluster0
810,1360.588378,0.001912,0.000087,0.000067,cluster0
811,1401.084272,0.002025,0.000153,0.000099,cluster0
812,1423.81883,0.001838,0.000129,0.000084,cluster0
813,1399.336922,0.002039,0.000196,0.000067,cluster0
814,1464.893176,0.001988,0.00011,0.000091,cluster0
815,1437.111775,0.001998,0.000152,0.000074,cluster0
816,1410.479704,0.001911,0.000124,0.000077,cluster0
817,1393.771451,0.001909,0.000104,0.000072,cluster0
818,1340.247309,0.001963,0.000103,0.000083,cluster0
819,1398.946348,0.001962,0.000093,0.000089,cluster0
820,1417.264606,0.001876,0.000133,0.000071,cluster0
821,1392.739377,0.001978,0.000146,0.000092,cluster0
822,1355.880011,0.002268,0.000382,0.000092,cluster0
823,1404.123194,0.002003,0.000092,0.00012,cluster0
824,1364.817459,0.001931,0.000209,0.000097,cluster0
825,1321.596466,0.00193,0.00041,0.000097,cluster0
826,1381.195436,0.001916,0.000184,0.000079,cluster0
827,1396.497543,0.002273,0.001627,0.000081,cluster0
828,1427.412975,0.00205,0.000278,0.000098,cluster0
829,1382.564643,0.002772,0.001136,0.000097,cluster0
830,1395.710081,0.002022,0.000144,0.000091,cluster0
831,1368.291662,0.001996,0.000112,0.000088,cluster0
832,1383.699485,0.001966,0.00013,0.000094,cluster0
833,1417.705848,0.001915,0.000132,0.000076,cluster0
834,1288.47457,0.001925,0.001188,0.000079,cluster0
835,1378.550618,0.001996,0.000426,0.000079,cluster0
836,1369.808181,0.001911,0.00017,0.000078,cluster0
837,1313.103716,0.00203,0.000527,0.000076,cluster0
838,1305.709817,0.001981,0.000132,0.000079,cluster0
839,1325.349167,0.002142,0.000366,0.000085,cluster0
840,1310.652928,0.002901,0.00555,0.000114,cluster0
841,1378.044173,0.002361,0.001646,0.000092,cluster0
842,1404.846043,0.002106,0.000123,0.000096,cluster0
843,1357.440499,0.002341,0.000218,0.000097,cluster0
844,1374.229206,0.001954,0.000156,0.000078,cluster0
845,1380.344232,0.002306,0.000146,0.000097,cluster0
846,1364.141844,0.001799,0.000101,0.000077,cluster0
847,1346.519359,0.001963,0.000161,0.000077,cluster0
848,1278.078441,0.001988,0.000197,0.000073,cluster0
849,1336.510466,0.002007,0.000197,0.000062,cluster0
850,1423.57456,0.001883,0.000206,0.000085,cluster0
851,1359.681394,0.002089,0.000142,0.000104,cluster0
852,1270.726282,0.002051,0.000113,0.000091,cluster0
853,1235.296435,0.002368,0.000139,0.000107,cluster0
854,1343.141174,0.001909,0.000135,0.000069,cluster0
855,1318.317492,0.00194,0.000117,0.00006,cluster0
856,1285.491229,0.002213,0.000325,0.000074,cluster0
857,1284.197608,0.002016,0.000478,0.000081,cluster0
858,1260.499549,0.002046,0.000577,0.00007,cluster0
859,1269.518898,0.002105,0.000128,0.000094,cluster0
860,1306.983148,0.001907,0.000237,0.000103,cluster0
861,1265.742755,0.001961,0.00023,0.000074,cluster0
862,1258.783217,0.001937,0.000103,0.000081,cluster0
863,1223.292838,0.002035,0.000099,0.000096,cluster0
864,1244.454194,0.002013,0.000843,0.000074,cluster0
865,1214.235199,0.002126,0.000294,0.000087,cluster0
866,1207.95799,0.001999,0.000278,0.000089,cluster0
867,1238.513086,0.001885,0.000336,0.000077,cluster0
868,1331.23543,0.001935,0.000309,0.000075,cluster0
869,1264.879028,0.002199,0.000692,0.000075,cluster0
870,1173.860202,0.002215,0.003502,0.000079,cluster0
871,1256.902253,0.002307,0.000368,0.000081,cluster0
872,1264.27855,0.002206,0.000116,0.000092,cluster0
873,1188.70368,0.001994,0.000133,0.000096,cluster0
874,1219.118342,0.002051,0.000203,0.000105,cluster0
